,Date,Title,URL,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Design,Sample,Study population,Added on,Critical only,Discharged vs. death?
66,2020-03-12,Dysregulation of immune response in patients with COVID-19 in Wuhan China,https://doi.org/10.1093/cid/ciaa248,Clinical Infectious Diseases,OR 1.27,0.87,1.87,0.22,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,452,"Tongji hospital, from January 10 to February 12, 2020",4/21/2020,N,N
67,2020-03-10,Clinical Characteristics of SARS-CoV-2 Pneumonia Compared to Controls in Chinese Han Population,https://doi.org/10.1101/2020.03.08.20031658,medRxiv,OR: 1.08,0.41,2.89,0.87,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,69,"Zhongnan Hospital of Wuhan University, Chinese PLA General Hospital, Peking Union Medical College Hospital, and affiliated hospitals of Shanghai University of Medicine & Health Sciences from Feb 7 to Feb 28, 2020.",4/21/2020,N,N
68,2020-03-10,Clinical Characteristics of SARS-CoV-2 Pneumonia Compared to Controls in Chinese Han Population,https://doi.org/10.1101/2020.03.08.20031658,medRxiv,OR 1.08,0.41,2.89,0.87,Not Significant,Not Adjusted,Calculated,,,,,,,,,Cross-sectional study,69,"Patients without comorbidities from Zhongnan Hospital of Wuhan University, Chinese PLA General Hospital, Peking Union Medical College Hospital, and affiliated hospitals of Shanghai University of Medicine & Health Sciences from Feb 7, 2020 to Feb 28, 2020",4/10/2020,N,N
69,2020-03-06,Analysis of myocardial injury in patients with COVID-19 and association between concomitant cardiovascular diseases and severity of COVID-19,https://www.ncbi.nlm.nih.gov/pubmed/32141280,Chinese Journal of Cardiovascular Diseases,OR 2.73,1.02,7.3,0.05,Not Significant,Not Adjusted,Extracted,,,,,,,,,Cross-sectional study,150,"Tongji Hospital, excluding those with acute myocardial infarction",4/10/2020,N,N
70,2020-03-06,Analysis of myocardial injury in patients with COVID-19 and association between concomitant cardiovascular diseases and severity of COVID-19,https://www.ncbi.nlm.nih.gov/pubmed/32141280,Chinese Journal of Cardiovascular Diseases,AOR 4.28,0.86,21.21,0.08,Not Significant,Adjusted,Extracted,,,,,,,,,Cross-sectional study,150,"Tongji Hospital, excluding those with acute myocardial infarction",4/10/2020,N,N
71,2020-03-06,"Epidemiological and clinical features of 291 cases with coronavirus disease 2019 in areas adjacent to Hubei, China: a double-center observational study",https://doi.org/10.1101/2020.03.03.20030353,medRxiv,OR 1.22,0.66,2.25,0.52,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,291,"First Hospital of Changsha and Loudi Central Hospital from January 23 to February 14, 2020, followed up to Feb 20, 2020",4/21/2020,N,N
72,2020-03-06,"Epidemiological and clinical features of 291 cases with coronavirus disease 2019 in areas adjacent to Hubei, China: a double-center observational study [medrxiv]",https://doi.org/10.1101/2020.03.03.20030354,medRxiv,OR 1.22,0.66,2.25,0.52,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,291,"First Hospital of Changsha and Loudi Central Hospital from January 23 to February 14, 2020, followed up to Feb 20, 2025",4/21/2020,N,N
73,2020-03-06,Case fatality risk of novel coronavirus diseases 2019 in China,https://doi.org/10.1101/2020.03.04.20031005,medRxiv,,,,,,,,OR 2.02,1.02,4.03,0.05,Not Significant,Not Adjusted,Extracted,,Cross-sectional study,9651,The National Health Commission of China (NHC) and the Chinese Center for Disease Control and Prevention (China CDC),4/10/2020,N,N
74,2020-03-06,Case fatality risk of novel coronavirus diseases 2019 in China,https://doi.org/10.1101/2020.03.04.20031005,medRxiv,,,,,,,,OR 1.18,1.14,1.22,<0.01,Significant,Not Adjusted,Extracted,,Cross-sectional study,9651,The National Health Commission of China (NHC) and the Chinese Center for Disease Control and Prevention (China CDC),4/10/2020,N,N
75,2020-03-05,Gender differences in patients with COVID-19: Focus on severity and mortality,https://doi.org/10.1101/2020.02.23.20026864,medRxiv,,,,,,,,OR 2.36,1.15,4.83,0.02,Significant,Not Adjusted,Calculated,,Retrospective observational study,1056,First 37 cases that died in Wuhan and 1019 survivors from 6 other cities in China,4/10/2020,N,N
76,2020-03-04,"Clinical findings in critically ill patients infected with SARS-CoV-2 in Guangdong Province, China: a multi-center, retrospective, observational study",https://doi.org/10.1101/2020.03.03.20030668,medRxiv,OR 1.56,0.45,5.41,0.49,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,45,ICU admissions of 7 hospitals in Guangdong Province,4/10/2020,Y,N
77,2020-03-03,"Epidemiological and clinical features of COVID-19 patients with and without pneumonia in Beijing, China",https://www.medrxiv.org/content/10.1101/2020.02.28.20028068v1.full.pdf,medRxiv,OR 0.88,0.29,2.68,0.82,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,55,"Fifth Medical Center of PLA General Hospital from December 27, 2019 to February 18, 2020",4/21/2020,N,N
78,2020-03-03,Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality China: a retrospective descriptive multiple-center study,https://doi.org/10.1101/2020.03.01.20029397,medRxiv,OR 3.42,1.66,7.02,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,267,"Qianjiang central hospital of Chongqing, Chongqing three gorges central hospital and Chongqing public health medical center from January 19 to February 16, 2020",4/21/2020,N,N
79,2020-03-02,"Clinical features and outcomes of 221 patients with COVID-19 in Wuhan, China",https://doi.org/10.1101/2020.03.02.20030452,medRxiv,OR 2.23,1.19,4.18,0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,221,"Zhongnan Hospital of Wuhan University from January 2 to February 10, 2020 (followed-up through Feb 15)",4/10/2020,N,N
80,2020-03-02,"Clinical Characteristics of Patients with Severe Pneumonia Caused by the 2019 Novel Coronavirus in Wuhan, China",https://doi.org/10.1101/2020.03.02.20029306,medRxiv,OR 3.43,1.51,7.79,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Cross-sectional study,110,"respiratory ICU admissions of Central Hospital of Wuhan from Jan 1-Feb 10, 2020",4/10/2020,N,N
81,2020-02-28,Clinical Characteristics of Coronavirus Disease 2019 in China,https://www.ncbi.nlm.nih.gov/pubmed/32109013/,New England Journal of Medicine,OR 1.51,0.89,2.55,0.12,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,1099,"552 hospitals in China between Dec 11, 2020 to Jan 29, 2020",4/10/2020,Y,N
82,2020-02-28,"Clinical characteristics of 140 patients infected by SARS-CoV-2 in Wuhan, China",https://doi.org/10.1111/all.14238,Allergy,OR 1.53,0.78,3.01,0.22,Not Significant,Not Adjusted,Calculated,,,,,,,,,Cross-sectional study,140,"No. 7 Hospital in Wuhan from January 16 to February 3, 2021",4/10/2020,N,N
83,2020-02-28,Impact of complicated myocardial injury on the clinical outcome of severe or critically ill COVID-19 patients [Zhonghua xin xue guan bing za zhi],https://www.ncbi.nlm.nih.gov/pubmed/32171190,Zhonghua Xin Xue Guan Bing Za Zhi.,,,,,,,,OR 0.89,0.29,2.68,0.83,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,54,"Sino-French New City Hospital of Tongji Hospital from February 3, 2020 to February 24, 2020",4/21/2020,N,N
84,2020-02-28,Prognostic impact of severe / critically severe new coronavirus pneumonia patients with myocardial injury,https://doi.org/10.3760/cma.j.cn112148-20200228-00137,Zhonghua xin xue guan bing za zhi,,,,,,,,OR 0.89,0.29,2.68,0.83,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,54,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology from February 3 to February 24, 2020",4/27/2020,N,N
85,2020-02-28,Clinical Characteristics of Coronavirus Disease 2019 in China,https://www.ncbi.nlm.nih.gov/pubmed/32109013/,New England Journal of Medicine,OR 0.98,0.71,1.37,0.93,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,1099,"552 hospitals in China between Dec 11, 2020 to Jan 29, 2020",4/10/2020,N,N
86,2020-02-25,"Clinical features and laboratory inspection of novel coronavirus pneumonia (COVID-19) in Xiangyang, Hubei",http://doi.org/10.1101/2020.02.23.20026963,medRxiv,OR 1.64,0.64,4.21,0.31,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,128,"Xiangyang No.1 Hospital from 1 January 2020 to 16 February 2020, with final follow-up for the research on 21 February 2020.",4/21/2020,N,N
87,2020-02-25,"Neurological Manifestations of Hospitalized Patients with COVID-19 in Wuhan, China: a retrospective case series study",https://doi.org/10.1101/2020.02.22.20026500,medRxiv,OR 1.93,1.11,3.37,0.02,Significant,Not Adjusted,Calculated,,,,,,,,,Case series,214,Union Hospital of Huazhong University of Science and Technology in Wuhan from 16 January to 19 February 2020,4/10/2020,N,N
88,2020-02-23,"SARS-CoV-2 infection does not significantly cause acute renal injury: an analysis of 116 hospitalized patients with COVID-19 in a single hospital, Wuhan, China",https://doi.org/10.1101/2020.02.19.20025288,medRxiv,OR 1.01,0.48,2.11,0.98,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,116,"Renmin Hospital of Wuhan University from January 14 to February 13, 2020",4/20/2020,N,N
89,2020-02-23,ACP risk grade: a simple mortality index for patients with confirmed or suspected severe acute respiratory syndrome coronavirus 2 disease (COVID-19) during the early stage of outbreak in Wuhan China,https://doi.org/10.1101/2020.02.20.20025510,medRxiv,OR 1.19,0.76,1.87,0.43,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,577,"Wuhan Hankou Hospital from Jan 21 to Feb 5, 2020",4/21/2020,N,N
90,2020-02-23,Early Prediction of Disease Progression in 2019 Novel Coronavirus Pneumonia Patients Outside Wuhan with CT and Clinical Characteristics [medrxiv],https://doi.org/10.1101/2020.02.19.20025296,medRxiv,OR 0.82,0.28,2.4,0.72,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,224,"Third Xiangya Hospital, Changsha Public Health Treatment Center, and Second People’s Hospital of Hunan between January 17, 2020 and February 1, 2020",4/21/2020,N,N
91,2020-02-23,"SARS-CoV-2 infection does not significantly cause acute renal injury: an analysis of 116 hospitalized patients with COVID-19 in a single hospital, Wuhan, China",https://doi.org/10.1101/2020.02.19.20025288,medRxiv,OR 0.87,0.25,3.02,0.82,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,116,"Renmin Hospital of Wuhan University from January 14 to February 13, 2020",4/20/2020,Y,N
92,2020-02-22,Longitudinal characteristics of lymphocyte responses and cytokine profiles in the peripheral blood of SARS-CoV-2 infected patients,http://doi.org/10.1101/2020.02.16.20023671,medRxiv,OR 2.77,0.71,10.88,0.14,Not Significant,Not Adjusted,Calculated,,,,,,,,,Prospective observational study,40,"Wuhan Union Hospital from January 5 to January 24, 2020 ",4/10/2020,N,N
93,2020-02-20,Clinical features and progression of acute respiratory distress syndrome in coronavirus disease 2019,https://doi.org/10.1101/2020.02.17.20024166,medRxiv,OR 0.90,0.43,1.92,0.79,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,109,"Central Hospital of Wuhan between January 2 and February 1, 2020",4/21/2020,Y,N
94,2020-02-20,Kidney impairment is associated with in-hospital death of COVID-19 patients,https://doi.org/10.1101/2020.02.18.20023242,medRxiv,,,,,,,,HR 2.44,1.53,3.87,<0.01,Significant,Not Adjusted,Extracted,,Retrospective observational study,710,"Tongji hospital Jan 28 - Feb 11, 2020 (followed through Feb 17, 2020)",4/21/2020,N,N
95,2020-02-12,Neutrophil-to-Lymphocyte Ratio Predicts Severe Illness Patients with 2019 Novel Coronavirus in the Early Stage,https://doi.org/10.1101/2020.02.10.20021585,medRxiv,OR 1.56,0.5,4.86,0.44,Not Significant,Not Adjusted,Calculated,,,,,,,,,Prospective observational study,61,"Beijing Ditan Hospital from January 13, 2020 to January 31, 2021",4/10/2020,Y,N
96,2020-02-09,Clinical characteristics of 2019 novel coronavirus infection in China,https://doi.org/10.1101/2020.02.06.20020974,New England Journal of Medicine,OR 0.98,0.7,1.36,0.9,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,1099,"552 hospitals in China between Dec 11, 2020 to Jan 29, 2020",4/21/2020,N,N
97,2020-02-01,The Clinical and Chest CT Features Associated with Severe and Critical COVID-19 Pneumonia,https://doi.org/10.1097/rli.0000000000000672,Investigative Radiology,OR 1.50,0.58,3.88,0.4,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,83,"Only those who also underwent chest CT scan, excluding those without abnormal CT scan findings, from January 2020 to February 2020",4/27/2020,N,N
98,1905-07-12,Prognostic impact of severe / critically severe new coronavirus pneumonia patients with myocardial injury,https://doi.org/10.3760/cma.j.cn112148-20200228-00137,Zhonghua xin xue guan bing za zhi,,,,,,,,OR 0.88,0.29,2.28,0.83,Not Significant,,Calculated,,Retrospective observational study,54,"Sino-French New City Campus of Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science and Technology from February 3, 2020 to February 24, 2020",4/27/2020,N,N
